ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Nation,Nation,ID Degree,Degree,Completions,Slug CIP6,Geography,ID Geography,Slug Geography
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110104","Informatics",2017,"2017","01000US","United States",5,"Bachelors Degree",18,"informatics","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110199","Other Computer & Information Sciences",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"other-computer-information-sciences","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110201","General Computer Programming",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"general-computer-programming","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110202","Specific Applications Computer Programming",2017,"2017","01000US","United States",5,"Bachelors Degree",36,"specific-applications-computer-programming","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1104","Information Sciences","110401","Information Science",2017,"2017","01000US","United States",5,"Bachelors Degree",345,"information-science","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1105","Computer Systems Analysis","110501","Computer Systems Analysis",2017,"2017","01000US","United States",5,"Bachelors Degree",30,"computer-systems-analysis-110501","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2017,"2017","01000US","United States",5,"Bachelors Degree",584,"computer-science-110701","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110801","Web Page, Digital, & Information Resource Design",2017,"2017","01000US","United States",5,"Bachelors Degree",33,"web-page-digital-information-resource-design","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110802","Data Modeling, Warehouse, & Database Administration",2017,"2017","01000US","United States",5,"Bachelors Degree",2,"data-modeling-warehouse-database-administration","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2017,"2017","01000US","United States",5,"Bachelors Degree",11,"computer-graphics","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1109","Networking & Telecommunication Systems","110901","Computer Systems Networking & Telecommunications",2017,"2017","01000US","United States",5,"Bachelors Degree",35,"computer-systems-networking-telecommunications","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111001","Network & System Administration",2017,"2017","01000US","United States",5,"Bachelors Degree",10,"network-system-administration","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111003","Computer & Information Systems Security",2017,"2017","01000US","United States",5,"Bachelors Degree",67,"computer-information-systems-security","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111004","Web Multimedia Management & Webmaster",2017,"2017","01000US","United States",5,"Bachelors Degree",39,"web-multimedia-management-webmaster","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111099","Other Computer & Information Technology Services Management",2017,"2017","01000US","United States",5,"Bachelors Degree",5,"other-computer-information-technology-services-management","Georgia","04000US13","georgia"
"12","Personal & Culinary Services","1205","Culinary Arts & Related Services","120504","Restaurant, Culinary, & Catering Management",2017,"2017","01000US","United States",5,"Bachelors Degree",18,"restaurant-culinary-catering-management","Georgia","04000US13","georgia"
"12","Personal & Culinary Services","1205","Culinary Arts & Related Services","120509","Culinary Science",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"culinary-science","Georgia","04000US13","georgia"
"13","Education","1301","General Education","130101","General Education",2017,"2017","01000US","United States",5,"Bachelors Degree",20,"general-education-130101","Georgia","04000US13","georgia"
"13","Education","1304","Educational Administration & Support","130410","Urban Education & Leadership",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"urban-education-leadership","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131001","General Special Education & Teaching",2017,"2017","01000US","United States",5,"Bachelors Degree",338,"general-special-education-teaching","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131006","Education of Individuals with Mental Retardation",2017,"2017","01000US","United States",5,"Bachelors Degree",3,"education-of-individuals-with-mental-retardation","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131012","Education of Individuals with Speech or Language Impairments",2017,"2017","01000US","United States",5,"Bachelors Degree",22,"education-of-individuals-with-speech-or-language-impairments","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131018","Education of Individuals in Middle School Special Education Programs",2017,"2017","01000US","United States",5,"Bachelors Degree",1,"education-of-individuals-in-middle-school-special-education-programs","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131202","Elementary Education & Teaching",2017,"2017","01000US","United States",5,"Bachelors Degree",632,"elementary-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131203","Middle School Education & Teaching",2017,"2017","01000US","United States",5,"Bachelors Degree",317,"middle-school-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131205","Secondary Education & Teaching",2017,"2017","01000US","United States",5,"Bachelors Degree",23,"secondary-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131206","Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"teacher-education","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131209","Kindergarten & Preschool Education",2017,"2017","01000US","United States",5,"Bachelors Degree",114,"kindergarten-preschool-education","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131210","Early Childhood Education & Teaching",2017,"2017","01000US","United States",5,"Bachelors Degree",699,"early-childhood-education-teaching","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131301","Agricultural Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",26,"agricultural-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131302","Art Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",28,"art-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131303","Business Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"business-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131305","English & Language Arts Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",53,"english-language-arts-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131306","Foreign Language Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",12,"foreign-language-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131307","Health Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"health-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131308","Family & Consumer Sciences Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",1,"family-consumer-sciences-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131311","Mathematics Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",48,"mathematics-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131312","Music Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",117,"music-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131314","Physical Education Teaching & Coaching",2017,"2017","01000US","United States",5,"Bachelors Degree",360,"physical-education-teaching-coaching","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131316","General Science Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",13,"general-science-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131318","Social Studies Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",40,"social-studies-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131319","Technical Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"technical-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131320","Trade & Industrial Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",13,"trade-industrial-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131322","Biology Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"biology-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131324","Drama & Dance Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",7,"drama-dance-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131328","History Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"history-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131329","Physics Teacher Education",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"physics-teacher-education","Georgia","04000US13","georgia"
"13","Education","1399","Other Education Studies","139999","Other Education",2017,"2017","01000US","United States",5,"Bachelors Degree",47,"other-education","Georgia","04000US13","georgia"
"14","Engineering","1401","General Engineering","140101","General Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",100,"general-engineering-140101","Georgia","04000US13","georgia"
"14","Engineering","1401","General Engineering","140102","Pre-Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"pre-engineering","Georgia","04000US13","georgia"
"14","Engineering","1402","Aerospace, Aeronautical & Astronautical Engineering","140201","Aerospace, Aeronautical, & Astronautical Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",211,"aerospace-aeronautical-astronautical-engineering-140201","Georgia","04000US13","georgia"
"14","Engineering","1403","Agricultural Engineering","140301","Agricultural Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",12,"agricultural-engineering-140301","Georgia","04000US13","georgia"
"14","Engineering","1405","Biomedical Engineering","140501","Bioengineering & Biomedical Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",257,"bioengineering-biomedical-engineering","Georgia","04000US13","georgia"
"14","Engineering","1407","Chemical Engineering","140701","Chemical Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",214,"chemical-engineering-140701","Georgia","04000US13","georgia"
"14","Engineering","1408","Civil Engineering","140801","General Civil Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",281,"general-civil-engineering","Georgia","04000US13","georgia"
"14","Engineering","1409","Computer Engineering","140901","General Computer Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",162,"general-computer-engineering","Georgia","04000US13","georgia"
"14","Engineering","1409","Computer Engineering","140903","Computer Software Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",35,"computer-software-engineering","Georgia","04000US13","georgia"
"14","Engineering","1410","Electrical Engineering","141001","Electrical & Electronics Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",387,"electrical-electronics-engineering","Georgia","04000US13","georgia"
"14","Engineering","1412","Engineering Physics","141201","Engineering Physics & Applied Physics",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"engineering-physics-applied-physics","Georgia","04000US13","georgia"
"14","Engineering","1413","Engineering Science","141301","Engineering Science",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"engineering-science-141301","Georgia","04000US13","georgia"
"14","Engineering","1414","Environmental Engineering","141401","Environmental Health Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",69,"environmental-health-engineering","Georgia","04000US13","georgia"
"14","Engineering","1418","Materials Engineering","141801","Materials Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",73,"materials-engineering-141801","Georgia","04000US13","georgia"
"14","Engineering","1419","Mechanical Engineering","141901","Mechanical Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",941,"mechanical-engineering-141901","Georgia","04000US13","georgia"
"14","Engineering","1423","Nuclear Engineering","142301","Nuclear Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",21,"nuclear-engineering-142301","Georgia","04000US13","georgia"
"14","Engineering","1427","Systems Engineering","142701","Systems Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",10,"systems-engineering-142701","Georgia","04000US13","georgia"
"14","Engineering","1428","Textile Sciences & Engineering","142801","Textile Sciences & Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"textile-sciences-engineering-142801","Georgia","04000US13","georgia"
"14","Engineering","1433","Construction Engineering","143301","Construction Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"construction-engineering-143301","Georgia","04000US13","georgia"
"14","Engineering","1435","Industrial Engineering","143501","Industrial Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",403,"industrial-engineering-143501","Georgia","04000US13","georgia"
"14","Engineering","1436","Manufacturing Engineering","143601","Manufacturing Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",14,"manufacturing-engineering-143601","Georgia","04000US13","georgia"
"14","Engineering","1443","Biochemical Engineering","144301","Biochemical Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",10,"biochemical-engineering-144301","Georgia","04000US13","georgia"
"14","Engineering","1445","Biological & Biosystems Engineering","144501","Biological & Biosystems Engineering",2017,"2017","01000US","United States",5,"Bachelors Degree",43,"biological-biosystems-engineering-144501","Georgia","04000US13","georgia"
"15","Engineering Technologies","1500","General Engineering Technologies","150000","General Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",50,"general-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1502","Civil Engineering Technologies","150201","Civil Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",16,"civil-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1503","Electrical Engineering Technologies","150303","Electrical, Electronic, & Communications Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",50,"electrical-electronic-communications-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1503","Electrical Engineering Technologies","150305","Telecommunications Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",2,"telecommunications-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1504","Electromechanical Instrumentation & Maintenance Technologies","150401","Biomedical Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"biomedical-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1505","Environmental Control Technologies","150507","Environmental Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"environmental-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1506","Industrial Production Technologies","150699","Other Industrial Production Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",24,"other-industrial-production-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1508","Mechanical Engineering Technologies","150805","Mechanical Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",53,"mechanical-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1510","Construction Engineering Technologies","151001","Construction Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",58,"construction-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1511","Engineering-Related Technologies","151102","Surveying Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",7,"surveying-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1512","Computer Engineering Technologies","151201","Computer Engineering Technology",2017,"2017","01000US","United States",5,"Bachelors Degree",38,"computer-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1515","Engineering-Related Fields","151501","Engineering & Industrial Management",2017,"2017","01000US","United States",5,"Bachelors Degree",3,"engineering-industrial-management","Georgia","04000US13","georgia"
"15","Engineering Technologies","1599","Other Engineering Technology Studies","159999","Other Engineering Technologies & Engineering-Related Fields",2017,"2017","01000US","United States",5,"Bachelors Degree",2,"other-engineering-technologies-engineering-related-fields","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160101","General Foreign Languages & Literatures",2017,"2017","01000US","United States",5,"Bachelors Degree",48,"general-foreign-languages-literatures","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160102","Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",100,"linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160104","Comparative Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",10,"comparative-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1603","East Asian Languages, Literatures, & Linguistics","160300","General East Asian Languages, Literatures, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"general-east-asian-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1603","East Asian Languages, Literatures, & Linguistics","160301","Chinese Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",21,"chinese-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1603","East Asian Languages, Literatures, & Linguistics","160302","Japanese Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"japanese-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1604","Slavic, Baltic, & Albanian Languages, Literatures, & Linguistics","160402","Russian Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"russian-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1605","Germanic Languages, Literatures, & Linguistics","160500","General Germanic Languages, Literatures, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"general-germanic-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1605","Germanic Languages, Literatures, & Linguistics","160501","German Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",19,"german-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160900","General Romance Languages, Literatures, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",24,"general-romance-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160901","French Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",41,"french-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160902","Italian Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",1,"italian-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160905","Spanish Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",223,"spanish-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1611","Middle Eastern & Semitic Languages, Literatures, & Linguistics","161101","Arabic Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",14,"arabic-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1611","Middle Eastern & Semitic Languages, Literatures, & Linguistics","161103","Ancient Near Eastern & Biblical Languages, Literatures, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"ancient-near-eastern-biblical-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1612","Classical Languages, Literatures, & Linguistics","161200","General Classical Language, Literature, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",9,"general-classical-language-literature-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1612","Classical Languages, Literatures, & Linguistics","161202","Ancient/Classical Greek Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"ancientclassical-greek-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1612","Classical Languages, Literatures, & Linguistics","161203","Latin Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",3,"latin-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1616","American Sign Language","161603","Sign Language Interpretation & Translation",2017,"2017","01000US","United States",5,"Bachelors Degree",19,"sign-language-interpretation-translation","Georgia","04000US13","georgia"
"16","Language & Linguistics","1699","Other Foreign Languages, Literature, & Linguistic Studies","169999","Other Foreign Languages, Literatures, & Linguistics",2017,"2017","01000US","United States",5,"Bachelors Degree",96,"other-foreign-languages-literatures-linguistics","Georgia","04000US13","georgia"
"19","Human Sciences","1901","General Family & Consumer Sciences","190101","General Family & Consumer Sciences",2017,"2017","01000US","United States",5,"Bachelors Degree",23,"general-family-consumer-sciences-190101","Georgia","04000US13","georgia"
"19","Human Sciences","1902","Family & Consumer Science Business Services","190202","Family & Consumer Science Communication",2017,"2017","01000US","United States",5,"Bachelors Degree",22,"family-consumer-science-communication","Georgia","04000US13","georgia"
"19","Human Sciences","1902","Family & Consumer Science Business Services","190203","Consumer Merchandising & Retail Management",2017,"2017","01000US","United States",5,"Bachelors Degree",15,"consumer-merchandising-retail-management","Georgia","04000US13","georgia"
"19","Human Sciences","1904","Family & Consumer Economics Studies","190401","General Family Resource Mangement Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",42,"general-family-resource-mangement-studies","Georgia","04000US13","georgia"
"19","Human Sciences","1904","Family & Consumer Economics Studies","190402","Consumer Economics",2017,"2017","01000US","United States",5,"Bachelors Degree",65,"consumer-economics","Georgia","04000US13","georgia"
"19","Human Sciences","1905","Foods, Nutrition, & Related Services","190501","General Food, Nutrition, & Wellness Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",33,"general-food-nutrition-wellness-studies","Georgia","04000US13","georgia"
"19","Human Sciences","1905","Foods, Nutrition, & Related Services","190504","Human Nutrition",2017,"2017","01000US","United States",5,"Bachelors Degree",7,"human-nutrition","Georgia","04000US13","georgia"
"19","Human Sciences","1906","Housing & Human Environments","190601","General Housing & Human Environments",2017,"2017","01000US","United States",5,"Bachelors Degree",19,"general-housing-human-environments","Georgia","04000US13","georgia"
"19","Human Sciences","1907","Human Development & Family Studies","190701","General Human Development & Family Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",202,"general-human-development-family-studies","Georgia","04000US13","georgia"
"19","Human Sciences","1907","Human Development & Family Studies","190706","Child Development",2017,"2017","01000US","United States",5,"Bachelors Degree",12,"child-development","Georgia","04000US13","georgia"
"19","Human Sciences","1907","Human Development & Family Studies","190707","Family & Community Services",2017,"2017","01000US","United States",5,"Bachelors Degree",2,"family-community-services","Georgia","04000US13","georgia"
"19","Human Sciences","1907","Human Development & Family Studies","190799","Other Human Development, Family Studies, & Related Services",2017,"2017","01000US","United States",5,"Bachelors Degree",4,"other-human-development-family-studies-related-services","Georgia","04000US13","georgia"
"19","Human Sciences","1909","Apparel & Textiles","190901","General Apparel & Textiles",2017,"2017","01000US","United States",5,"Bachelors Degree",51,"general-apparel-textiles","Georgia","04000US13","georgia"
"19","Human Sciences","1909","Apparel & Textiles","190905","Apparel & Textile Marketing Management",2017,"2017","01000US","United States",5,"Bachelors Degree",89,"apparel-textile-marketing-management","Georgia","04000US13","georgia"
"19","Human Sciences","1909","Apparel & Textiles","190999","Other Apparel & Textiles",2017,"2017","01000US","United States",5,"Bachelors Degree",16,"other-apparel-textiles","Georgia","04000US13","georgia"
"22","Legal","2200","Undergraduate Non-Professional General Legal Studies","220000","General Legal Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"general-legal-studies","Georgia","04000US13","georgia"
"22","Legal","2200","Undergraduate Non-Professional General Legal Studies","220001","Pre-Law Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",1,"pre-law-studies","Georgia","04000US13","georgia"
"22","Legal","2203","Legal Support Services","220302","Paralegal",2017,"2017","01000US","United States",5,"Bachelors Degree",50,"paralegal","Georgia","04000US13","georgia"
"22","Legal","2299","Other Legal Professional Studies","229999","Other Legal Professions & Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",18,"other-legal-professions-studies","Georgia","04000US13","georgia"
"23","English","2301","General English Language & Literature","230101","General English Language & Literature",2017,"2017","01000US","United States",5,"Bachelors Degree",872,"general-english-language-literature-230101","Georgia","04000US13","georgia"
"23","English","2313","Rhetoric & Composition","231301","General Writing",2017,"2017","01000US","United States",5,"Bachelors Degree",35,"general-writing","Georgia","04000US13","georgia"
"23","English","2313","Rhetoric & Composition","231302","Creative Writing",2017,"2017","01000US","United States",5,"Bachelors Degree",65,"creative-writing-231302","Georgia","04000US13","georgia"
"23","English","2313","Rhetoric & Composition","231303","Professional, Technical, Business, & Scientific Writing",2017,"2017","01000US","United States",5,"Bachelors Degree",33,"professional-technical-business-scientific-writing","Georgia","04000US13","georgia"
"23","English","2313","Rhetoric & Composition","231304","Rhetoric & Composition",2017,"2017","01000US","United States",5,"Bachelors Degree",55,"rhetoric-composition-231304","Georgia","04000US13","georgia"
"24","Liberal Arts & Humanities","2401","Liberal Arts & Sciences","240101","Liberal Arts & Sciences",2017,"2017","01000US","United States",5,"Bachelors Degree",290,"liberal-arts-sciences-240101","Georgia","04000US13","georgia"
"24","Liberal Arts & Humanities","2401","Liberal Arts & Sciences","240102","General Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",281,"general-studies","Georgia","04000US13","georgia"
"24","Liberal Arts & Humanities","2401","Liberal Arts & Sciences","240103","Humanistic Studies",2017,"2017","01000US","United States",5,"Bachelors Degree",11,"humanistic-studies","Georgia","04000US13","georgia"
"24","Liberal Arts & Humanities","2401","Liberal Arts & Sciences","240199","Other Liberal Arts & Sciences, General Studies, & Humanities",2017,"2017","01000US","United States",5,"Bachelors Degree",161,"other-liberal-arts-sciences-general-studies-humanities","Georgia","04000US13","georgia"
"26","Biology","2601","General Biology","260101","General Biological Sciences",2017,"2017","01000US","United States",5,"Bachelors Degree",2784,"general-biological-sciences","Georgia","04000US13","georgia"
"26","Biology","2601","General Biology","260102","General Biomedical Sciences",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"general-biomedical-sciences","Georgia","04000US13","georgia"
"26","Biology","2602","Biochemistry, Biophysics, & Molecular Biology","260202","Biochemistry",2017,"2017","01000US","United States",5,"Bachelors Degree",129,"biochemistry","Georgia","04000US13","georgia"
"26","Biology","2602","Biochemistry, Biophysics, & Molecular Biology","260203","Biophysics",2017,"2017","01000US","United States",5,"Bachelors Degree",0,"biophysics","Georgia","04000US13","georgia"
"26","Biology","2602","Biochemistry, Biophysics, & Molecular Biology","260210","Biochemistry & Molecular Biology",2017,"2017","01000US","United States",5,"Bachelors Degree",71,"biochemistry-molecular-biology","Georgia","04000US13","georgia"
"26","Biology","2603","Plant Biology","260301","Botany & Plant Biology",2017,"2017","01000US","United States",5,"Bachelors Degree",6,"botany-plant-biology","Georgia","04000US13","georgia"
"26","Biology","2604","Cellular Biology & Anatomical Sciences","260401","Cellular Biology & Histology",2017,"2017","01000US","United States",5,"Bachelors Degree",13,"cellular-biology-histology","Georgia","04000US13","georgia"
"26","Biology","2604","Cellular Biology & Anatomical Sciences","260406","Cellular & Molecular Biology",2017,"2017","01000US","United States",5,"Bachelors Degree",12,"cellular-molecular-biology","Georgia","04000US13","georgia"
"26","Biology","2605","Microbiological Sciences & Immunology","260502","General Microbiology",2017,"2017","01000US","United States",5,"Bachelors Degree",46,"general-microbiology","Georgia","04000US13","georgia"
"26","Biology","2607","Animal Biology","260701","Zoology",2017,"2017","01000US","United States",5,"Bachelors Degree",53,"zoology","Georgia","04000US13","georgia"
"26","Biology","2607","Animal Biology","260702","Entomology",2017,"2017","01000US","United States",5,"Bachelors Degree",18,"entomology","Georgia","04000US13","georgia"
"26","Biology","2608","Genetics","260801","General Genetics",2017,"2017","01000US","United States",5,"Bachelors Degree",36,"general-genetics","Georgia","04000US13","georgia"
